Type,Simulation,case,tau_setup,lossValue,predictionAccuracy,avg_tau,stddev_tau,avg_each_local,stddev_each_local,avg_each_global,stddev_each_global,avg_betaAdapt,stddev_betaAdapt,avg_deltaAdapt,stddev_deltaAdapt,avg_rhoAdapt,stddev_rhoAdapt,total_time_recomputed
distributed,1,2,2,0.333689199,0.8954,1.991869919,0.125971769,0.012852463,0.004926257,0.134069397,0.05707745,nan,nan,nan,nan,nan,nan,19.76760276
distributed,1,2,3,0.211111953,0.941000001,2.988857939,0.254995845,0.013015211,0.003855031,0.126411352,0.055620699,nan,nan,nan,nan,nan,nan,19.99057307
distributed,1,2,5,0.181258462,0.945900003,4.984220907,0.551948365,0.013084393,0.003328316,0.129488097,0.053200451,nan,nan,nan,nan,nan,nan,19.98503474
distributed,1,2,7,0.155913565,0.956800001,6.9808,0.879670158,0.013230266,0.002813741,0.130458492,0.060087001,nan,nan,nan,nan,nan,nan,20.03075308
distributed,1,2,10,0.205921686,0.942500002,9.97606383,1.43151998,0.012475424,0.002438545,0.137630193,0.051329448,nan,nan,nan,nan,nan,nan,20.12612604
distributed,1,2,20,0.190412714,0.950900005,19.93027888,3.467089566,0.013420069,0.001733183,0.127442262,0.048971797,nan,nan,nan,nan,nan,nan,19.90956728
distributed,1,3,-1,0.223649623,0.937900006,1,0,0.013389703,0.006047173,0.128397785,0.05108708,15.34711349,5.670291759,3.37850782,1.196299229,1.445481932,0.851542092,19.85024836
distributed,1,3,1,0.223649623,0.937900006,1,0,0.013722279,0.00651574,0.130980511,0.052419788,nan,nan,nan,nan,nan,nan,20.2583906
distributed,1,3,2,0.180462925,0.947600004,1.9921875,0.123545562,0.01399865,0.004236038,0.128877807,0.055213151,nan,nan,nan,nan,nan,nan,20.19172163
distributed,1,3,3,0.193366175,0.945500003,2.98816568,0.262572448,0.013515831,0.004377692,0.136072738,0.060694046,nan,nan,nan,nan,nan,nan,20.11582338
distributed,1,3,5,0.135331839,0.958500004,4.984819734,0.54173371,0.012789493,0.002837462,0.123229421,0.051283451,nan,nan,nan,nan,nan,nan,19.94781296
distributed,1,3,7,0.153633482,0.955200007,6.980582524,0.884433277,0.013319912,0.002802747,0.13147887,0.058554641,nan,nan,nan,nan,nan,nan,20.02713392
distributed,1,3,10,0.154920205,0.954000004,9.956772334,1.334242235,0.01344841,0.002058489,0.148967132,0.056242572,nan,nan,nan,nan,nan,nan,19.88412351
distributed,1,3,20,0.117551405,0.964300005,19.962818,3.620577242,0.013351008,0.001442222,0.12497149,0.056159377,nan,nan,nan,nan,nan,nan,20.25090833
Type,Simulation,case,tau_setup,lossValue,predictionAccuracy,avg_tau,stddev_tau,avg_each_local,stddev_each_local,avg_each_global,stddev_each_global,avg_betaAdapt,stddev_betaAdapt,avg_deltaAdapt,stddev_deltaAdapt,avg_rhoAdapt,stddev_rhoAdapt,total_time_recomputed
distributed,0,0,-1,2.139538523,0.244300001,1,0,0.014630508,0.006620995,0.157560322,0.03970283,19.71764098,8.1432852,3.394817857,1.770071887,1.910734103,0.940411423,1.721908295
distributed,0,0,3,0.145100879,0.957100006,2.988700565,0.203423839,0.012713917,0.003766686,0.129636089,0.050992555,nan,nan,nan,nan,nan,nan,19.95168811
distributed,0,0,5,0.102376974,0.969300003,4.984375,0.549340648,0.01287837,0.002995757,0.131936473,0.049461712,nan,nan,nan,nan,nan,nan,20.32242047
distributed,0,0,7,0.109459377,0.967800006,6.980360065,0.889274559,0.013197942,0.003242123,0.134153414,0.055986105,nan,nan,nan,nan,nan,nan,20.02210592
distributed,0,0,10,0.103102486,0.969300007,9.95821727,1.098114182,0.013633421,0.002152708,0.141575721,0.047609799,nan,nan,nan,nan,nan,nan,20.05498715
distributed,0,0,20,0.079458952,0.972900004,19.96130346,3.688047133,0.012916088,0.001990656,0.138280667,0.053645478,nan,nan,nan,nan,nan,nan,19.96796845
distributed,0,1,-1,0.242241766,0.934100003,1,0,0.012879386,0.007245197,0.132138523,0.053143765,14.28176916,3.931953093,4.123619556,1.450035412,1.231375571,0.557617864,20.01247137
distributed,0,2,-1,0.083737388,0.97720001,96.39923372,47.43711388,0.013543505,0.003664353,0.132149659,0.069491694,482203.6999,1988176.788,1.09E-07,2.09E-07,27862.8242,114881.3672,20.31374811
distributed,0,2,1,0.370733043,0.888999999,1,0,0.013454501,0.007103019,0.131578397,0.054517479,nan,nan,nan,nan,nan,nan,20.01453997
distributed,0,2,2,0.270565198,0.921100004,1.992063492,0.12449912,0.012977528,0.004876569,0.132371489,0.051958601,nan,nan,nan,nan,nan,nan,20.08514345
distributed,0,2,3,0.205058099,0.942000002,2.988571429,0.2581618,0.012599459,0.004294022,0.131881714,0.053491877,nan,nan,nan,nan,nan,nan,20.01753719
distributed,0,0,-1,0.214387149,0.940100003,1.218181818,0.327803641,0.012615089,0.007181348,0.140682775,0.050563703,14.16335412,5.478037888,1.083329154,0.252271715,0.648437195,0.42594531,15.17201777
distributed,0,0,1,0.177091195,0.950300002,1,0,0.012388738,0.0067148,0.123860362,0.051260869,nan,nan,nan,nan,nan,nan,14.98740102
distributed,0,0,2,0.120510168,0.965900003,1.989361702,0.143559807,0.012824002,0.004470929,0.130769942,0.051214499,nan,nan,nan,nan,nan,nan,14.84987258
distributed,0,0,3,0.100933129,0.971300005,2.984435798,0.299733444,0.013206673,0.004231465,0.134340606,0.050991703,nan,nan,nan,nan,nan,nan,15.05509634
distributed,0,0,5,0.079423545,0.976300007,4.979057592,0.63224759,0.012847218,0.003350556,0.128262506,0.054719216,nan,nan,nan,nan,nan,nan,14.92367988
distributed,0,0,7,0.075865311,0.976600003,6.973741794,1.021052619,0.0132518,0.002608742,0.136463768,0.05961704,nan,nan,nan,nan,nan,nan,15.14404985
distributed,0,0,10,0.06220057,0.982300009,9.96797153,1.642190469,0.013120313,0.002614818,0.134927434,0.061269617,nan,nan,nan,nan,nan,nan,15.30166702
distributed,0,0,20,0.049848926,0.985500008,19.95140665,4.092767231,0.013147744,0.002773791,0.118747674,0.047646606,nan,nan,nan,nan,nan,nan,15.17755305
Type,Simulation,case,tau_setup,lossValue,predictionAccuracy,avg_tau,stddev_tau,avg_each_local,stddev_each_local,avg_each_global,stddev_each_global,avg_betaAdapt,stddev_betaAdapt,avg_deltaAdapt,stddev_deltaAdapt,avg_rhoAdapt,stddev_rhoAdapt,total_time_recomputed
distributed,0,0,-1,1.643799374,0.545199995,1,0,0.012815381,0.004515778,0.112418596,0.032733041,18.29714265,10.93214839,1.30672892,0.365194784,0.745174482,0.509577774,1.252339779
Type,Simulation,case,tau_setup,lossValue,predictionAccuracy,avg_tau,stddev_tau,avg_each_local,stddev_each_local,avg_each_global,stddev_each_global,avg_betaAdapt,stddev_betaAdapt,avg_deltaAdapt,stddev_deltaAdapt,avg_rhoAdapt,stddev_rhoAdapt,total_time_recomputed
distributed,0,0,-1,0.258309956,0.927400002,1,0,0.012014584,0.006263133,0.132127845,0.053829524,16.67725058,5.898592485,2.949726342,0.870847864,1.438321511,0.713514864,19.89165515
distributed,0,0,1,0.248406249,0.932200003,1,0,0.012960645,0.006447396,0.131252766,0.052734577,nan,nan,nan,nan,nan,nan,20.04566408
distributed,0,0,2,0.152796312,0.955400004,1.991935484,0.125475097,0.012813128,0.004823424,0.135933197,0.048989986,nan,nan,nan,nan,nan,nan,20.17296303
distributed,0,0,3,0.145158196,0.958400006,2.988372093,0.260339118,0.012606342,0.004096325,0.134535308,0.050703842,nan,nan,nan,nan,nan,nan,19.97437277
distributed,0,0,5,0.116000582,0.965600005,4.983903421,0.55727712,0.013497365,0.003084134,0.129893338,0.044044001,nan,nan,nan,nan,nan,nan,19.88819169
distributed,0,0,7,0.104866966,0.968700003,6.981012658,0.874983122,0.012943037,0.002624614,0.129321702,0.052019807,nan,nan,nan,nan,nan,nan,20.01151123
distributed,0,0,10,0.102656819,0.966600004,9.97606383,1.43151998,0.012954744,0.00232552,0.132596551,0.048753637,nan,nan,nan,nan,nan,nan,19.96055146
distributed,0,0,20,0.07841853,0.974100007,19.962818,3.620577242,0.012658304,0.001810123,0.127013666,0.055754399,nan,nan,nan,nan,nan,nan,19.90902602
distributed,0,1,-1,0.242241766,0.934100003,1,0,0.01353328,0.007548716,0.131827816,0.053410668,14.28176916,3.931953093,4.123619556,1.450035412,1.231375571,0.557617864,20.05983128
distributed,0,2,-1,0.102528702,0.970000005,97.94135338,48.54458146,0.012756622,0.003896768,0.118291051,0.058253787,461238.3216,1946960.211,1.03E-07,2.05E-07,26651.39706,112499.7799,20.24691371
distributed,0,2,1,0.40101067,0.884700001,1,0,0.013330342,0.006860509,0.121587075,0.051425567,nan,nan,nan,nan,nan,nan,20.23761266
distributed,0,2,2,0.37801577,0.891799998,1.991935484,0.125475097,0.01335563,0.004367448,0.133630858,0.051085173,nan,nan,nan,nan,nan,nan,20.00434161
distributed,0,2,3,0.22512958,0.932900003,2.988372093,0.260339118,0.014325985,0.004592897,0.129949602,0.052311557,nan,nan,nan,nan,nan,nan,19.96320502
distributed,0,2,5,0.169209583,0.948400003,4.98467433,0.544234155,0.012720993,0.002769102,0.127536584,0.055392135,nan,nan,nan,nan,nan,nan,20.16449847
distributed,0,2,7,0.124397456,0.966200007,6.974151858,0.81414956,0.013134691,0.002678581,0.133118227,0.052059392,nan,nan,nan,nan,nan,nan,20.04601251
distributed,0,2,10,0.133183324,0.963500005,9.97606383,1.43151998,0.012870863,0.002691128,0.131918811,0.043712769,nan,nan,nan,nan,nan,nan,19.99989746
distributed,0,2,20,0.089651939,0.974900006,19.96207585,3.653846154,0.013199258,0.001688179,0.131229259,0.053850261,nan,nan,nan,nan,nan,nan,19.94493414
distributed,0,3,-1,0.191619388,0.9451,1,0,0.011867821,0.006609048,0.125655377,0.047841553,15.69090377,4.96124559,3.436748381,1.362491434,1.275075882,0.807332011,19.80334043
distributed,0,3,1,0.209291837,0.942000002,1,0,0.013987062,0.006989024,0.13410757,0.057182154,nan,nan,nan,nan,nan,nan,19.99277526
distributed,0,3,2,0.143671616,0.958200002,1.991869919,0.125971769,0.013789257,0.004759025,0.133688745,0.051207674,nan,nan,nan,nan,nan,nan,19.98741815
distributed,0,3,3,0.137124029,0.962600001,2.988571429,0.2581618,0.013268731,0.003979013,0.129943853,0.058979565,nan,nan,nan,nan,nan,nan,19.98374553
distributed,0,3,5,0.143193835,0.955200002,4.984220907,0.551948365,0.012910828,0.003056702,0.128807834,0.05395862,nan,nan,nan,nan,nan,nan,19.85581212
distributed,0,3,7,0.165835469,0.949200004,6.979661017,0.9042894,0.013507754,0.002672367,0.138560066,0.049889559,nan,nan,nan,nan,nan,nan,19.91587725
distributed,0,3,10,0.13175031,0.960500001,9.959349593,1.083697375,0.012918615,0.001951889,0.136497103,0.055686655,nan,nan,nan,nan,nan,nan,19.79560253
distributed,0,3,20,0.131442485,0.961600004,19.96207585,3.653846154,0.013215546,0.002921698,0.135018453,0.056696749,nan,nan,nan,nan,nan,nan,19.9719532
distributed,1,0,-1,0.217402069,0.938000003,1,0,0.012543254,0.006331837,0.131985752,0.048715826,16.26153199,4.006295472,3.025422054,0.934749267,1.378641874,0.645440153,19.9450028
distributed,1,0,1,0.204504277,0.942300004,1,0,0.012460529,0.006499628,0.12830802,0.05983436,nan,nan,nan,nan,nan,nan,19.84836541
distributed,1,0,2,0.167264267,0.951400005,1.991596639,0.128019096,0.012838945,0.00498495,0.141448352,0.051889425,nan,nan,nan,nan,nan,nan,20.01913072
distributed,1,0,3,0.130923249,0.964300004,2.988372093,0.260339118,0.013438309,0.003998285,0.133074367,0.053944848,nan,nan,nan,nan,nan,nan,20.03943532
distributed,1,0,5,0.125267259,0.963800004,4.984375,0.549340648,0.013065453,0.003225146,0.130528046,0.047281594,nan,nan,nan,nan,nan,nan,20.19823864
distributed,1,0,7,0.114167219,0.964900005,6.980519481,0.639956443,0.013575458,0.002773937,0.131423571,0.04395635,nan,nan,nan,nan,nan,nan,20.00423674
distributed,1,0,10,0.09555662,0.971100007,9.975069252,1.459459459,0.013217103,0.002415075,0.143004042,0.052165481,nan,nan,nan,nan,nan,nan,20.12950925
distributed,1,0,20,0.08117192,0.974800004,19.96207585,3.653846154,0.013247263,0.001635135,0.129972914,0.049897487,nan,nan,nan,nan,nan,nan,20.23021755
distributed,1,1,-1,0.204170341,0.941600003,1,0,0.013533174,0.006384999,0.126282862,0.056798728,14.72317291,4.703852821,3.979893729,1.621103333,1.284785419,0.622128746,19.99369321
distributed,1,1,1,0.208659706,0.943700003,1,0,0.014283596,0.007003669,0.125593987,0.05037576,nan,nan,nan,nan,nan,nan,20.28224958
distributed,1,1,2,0.16187867,0.954100003,1.987951807,0.152455339,0.012461079,0.004914965,0.133840852,0.049531804,nan,nan,nan,nan,nan,nan,19.9778572
distributed,1,1,3,0.151106827,0.959600003,2.98245614,0.317447459,0.013076031,0.004156772,0.133001984,0.051881546,nan,nan,nan,nan,nan,nan,19.92295483
distributed,1,1,5,0.156133922,0.951000002,4.975903614,0.6758309,0.013241285,0.0032175,0.131536301,0.050260991,nan,nan,nan,nan,nan,nan,20.02663743
distributed,1,1,7,0.16364057,0.9539,6.96411093,1.020832389,0.013355103,0.00269647,0.128467663,0.050096654,nan,nan,nan,nan,nan,nan,19.79098167
distributed,1,1,10,0.136257382,0.958500002,9.964143426,1.730769231,0.013385293,0.002277551,0.127831145,0.051430947,nan,nan,nan,nan,nan,nan,20.20965772
distributed,1,1,20,0.178029271,0.949300005,19.94080997,4.470588235,0.01341992,0.001622821,0.13554623,0.0517225,nan,nan,nan,nan,nan,nan,19.78233989
distributed,1,2,-1,0.117365658,0.966300002,96.28049728,47.50146749,0.013554892,0.004898203,0.138641102,0.05317116,738605.9147,3045350.202,9.04E-08,2.11E-07,194213.3094,800761.9886,19.76759377
distributed,1,2,1,0.366626344,0.898500003,1,0,0.013333884,0.00704218,0.130170608,0.048659729,nan,nan,nan,nan,nan,nan,20.09062895
distributed,1,2,2,0.277237136,0.923700002,1.992481203,0.121254305,0.01335031,0.004837686,0.123719061,0.05223635,nan,nan,nan,nan,nan,nan,20.13012983
distributed,1,2,3,0.203404345,0.943400003,2.989556136,0.247091123,0.013010211,0.003781321,0.117014603,0.051791736,nan,nan,nan,nan,nan,nan,20.07598064
distributed,1,2,5,0.181156674,0.949300002,4.984063745,0.554593554,0.012761143,0.003259667,0.135610709,0.057564557,nan,nan,nan,nan,nan,nan,20.18795819
distributed,1,2,7,0.155913565,0.956800001,6.9808,0.879670158,0.013470452,0.002857582,0.131781608,0.054810841,nan,nan,nan,nan,nan,nan,20.29390184
distributed,1,2,10,0.205921686,0.942500002,9.97606383,1.43151998,0.013272139,0.002560316,0.133807607,0.056165861,nan,nan,nan,nan,nan,nan,20.16378497
distributed,1,2,20,0.158997844,0.958100006,19.962818,3.620577242,0.013292771,0.00155609,0.116076605,0.05965102,nan,nan,nan,nan,nan,nan,19.62544781
distributed,1,3,-1,0.221287834,0.940300003,1,0,0.01346177,0.006182064,0.138119697,0.055418891,15.35895774,5.744107418,3.438603405,1.185136398,1.460713281,0.861958172,20.31191657
distributed,1,3,1,0.223649623,0.937900006,1,0,0.013290715,0.006503491,0.130549623,0.051254167,nan,nan,nan,nan,nan,nan,19.99380697
distributed,1,3,2,0.227246793,0.933500004,1.991666667,0.127497922,0.013129737,0.004910736,0.138815315,0.047206817,nan,nan,nan,nan,nan,nan,19.96167015
distributed,1,3,3,0.200120746,0.942100003,2.988950276,0.253966121,0.012747042,0.003710587,0.125311168,0.058060964,nan,nan,nan,nan,nan,nan,19.91829566
distributed,1,3,5,0.142847414,0.954900003,4.980506823,0.485648319,0.012935024,0.002651066,0.129259826,0.049827567,nan,nan,nan,nan,nan,nan,20.06782606
distributed,1,3,7,0.143378023,0.959500005,6.980360065,0.889274559,0.013416471,0.002941055,0.135989664,0.053873282,nan,nan,nan,nan,nan,nan,20.2686249
distributed,1,3,10,0.145995774,0.957500004,9.977272727,1.39664501,0.012409644,0.002485338,0.124803477,0.05362901,nan,nan,nan,nan,nan,nan,19.99488999
distributed,1,3,20,0.119038443,0.964800006,19.9627451,2.610289154,0.012897138,0.001796469,0.130937664,0.054038767,nan,nan,nan,nan,nan,nan,20.08340634
distributed,0,0,1,0.248406249,0.932200003,1,0,0.01260283,0.006891438,0.131361237,0.054450586,nan,nan,nan,nan,nan,nan,20.01100535
distributed,0,0,2,0.147791146,0.955200004,1.992481203,0.121254305,0.012591541,0.004388351,0.1251117,0.055800611,nan,nan,nan,nan,nan,nan,20.11364857
distributed,0,0,3,0.145100879,0.957100006,2.988700565,0.203423839,0.012713917,0.003766686,0.129636089,0.050992555,nan,nan,nan,nan,nan,nan,19.95168811
distributed,0,0,5,0.102376974,0.969300003,4.984375,0.549340648,0.01287837,0.002995757,0.131936473,0.049461712,nan,nan,nan,nan,nan,nan,20.32242047
distributed,0,0,7,0.109459377,0.967800006,6.980360065,0.889274559,0.013197942,0.003242123,0.134153414,0.055986105,nan,nan,nan,nan,nan,nan,20.02210592
distributed,0,0,10,0.103102486,0.969300007,9.95821727,1.098114182,0.013633421,0.002152708,0.141575721,0.047609799,nan,nan,nan,nan,nan,nan,20.05498715
distributed,0,0,20,0.079458952,0.972900004,19.96130346,3.688047133,0.012916088,0.001990656,0.138280667,0.053645478,nan,nan,nan,nan,nan,nan,19.96796845
distributed,0,1,-1,0.242241766,0.934100003,1,0,0.012879386,0.007245197,0.132138523,0.053143765,14.28176916,3.931953093,4.123619556,1.450035412,1.231375571,0.557617864,20.01247137
distributed,0,2,-1,0.083737388,0.97720001,96.39923372,47.43711388,0.013543505,0.003664353,0.132149659,0.069491694,482203.6999,1988176.788,1.09E-07,2.09E-07,27862.8242,114881.3672,20.31374811
distributed,0,2,1,0.370733043,0.888999999,1,0,0.013454501,0.007103019,0.131578397,0.054517479,nan,nan,nan,nan,nan,nan,20.01453997
distributed,0,2,2,0.270565198,0.921100004,1.992063492,0.12449912,0.012977528,0.004876569,0.132371489,0.051958601,nan,nan,nan,nan,nan,nan,20.08514345
distributed,0,2,3,0.205058099,0.942000002,2.988571429,0.2581618,0.012599459,0.004294022,0.131881714,0.053491877,nan,nan,nan,nan,nan,nan,20.01753719
distributed,0,2,5,0.172393725,0.947700001,4.983739837,0.56,0.013447691,0.00325029,0.133937328,0.047172149,nan,nan,nan,nan,nan,nan,20.07792852
distributed,0,2,7,0.144495141,0.959700003,6.969230769,0.773255375,0.014015942,0.002667867,0.137765774,0.057348701,nan,nan,nan,nan,nan,nan,19.84595768
distributed,0,2,10,0.124443438,0.967800003,9.976377953,1.422557078,0.01325689,0.002257746,0.127624256,0.054758986,nan,nan,nan,nan,nan,nan,20.07455962
distributed,0,2,20,0.101850023,0.971400005,19.93256262,2.609373251,0.012849016,0.001600429,0.128723999,0.054004358,nan,nan,nan,nan,nan,nan,20.08762598
distributed,0,3,-1,0.213527155,0.938500004,1,0,0.013607432,0.007607445,0.127203757,0.058465621,15.675506,4.979989476,3.458791397,1.358129734,1.282441378,0.810338385,19.99518883
distributed,0,3,1,0.258646296,0.927400005,1,0,0.013305408,0.006786248,0.13231019,0.054999751,nan,nan,nan,nan,nan,nan,20.24056812
distributed,0,3,2,0.142744556,0.959300004,1.992481203,0.121254305,0.012683334,0.004675671,0.124366837,0.047654096,nan,nan,nan,nan,nan,nan,20.04545406
distributed,0,3,3,0.150075572,0.957400002,2.988269795,0.261448633,0.01297111,0.004036872,0.134812355,0.055620174,nan,nan,nan,nan,nan,nan,19.9367621
distributed,0,3,5,0.142035092,0.956300001,4.984313725,0.403351031,0.013312679,0.003087509,0.127048984,0.048561949,nan,nan,nan,nan,nan,nan,19.86949449
distributed,0,3,7,0.175417123,0.947500007,6.9808,0.879670158,0.013144154,0.002502604,0.131827137,0.055687857,nan,nan,nan,nan,nan,nan,20.20288641
distributed,0,3,10,0.13175031,0.960500001,9.955102041,1.232882801,0.012952447,0.002298989,0.135040924,0.050799799,nan,nan,nan,nan,nan,nan,19.6945959
distributed,0,3,20,0.131442485,0.961600004,19.96207585,3.653846154,0.01347996,0.001818573,0.129949011,0.048911781,nan,nan,nan,nan,nan,nan,20.14111598
distributed,1,0,-1,0.238111284,0.929600003,1,0,0.012564541,0.006973492,0.138741801,0.055439681,16.2956429,4.031892156,3.035864148,0.945285618,1.393173383,0.653817858,19.97243718
